# 
#
data1.txt
Categorization
Numerical,Numerical,Label
x,y,Label
6.674547,-6.408677,?,(Learn)
5.378621,-6.100811,?,(Learn)
7.940824,-5.856566,?,(Learn)
8.82476,-5.854681,?,(Learn)
6.929272,-5.711761,?,(Learn)
4.870755,-7.452032,?,(Learn)
5.007603,-5.834536,?,(Learn)
3.808942,-7.436501,?,(Learn)
5.463524,-5.297694,?,(Learn)
8.882811,-6.867157,?,(Learn)
9.085938,-6.601306,?,(Learn)
6.931061,-5.786762,?,(Learn)
7.807671,-5.269155,?,(Learn)
9.496475,-5.954077,?,(Learn)
3.631408,-5.863392,?,(Learn)
6.920892,-7.06969,?,(Learn)
8.341984,-5.894,?,(Learn)
4.459392,-5.131948,?,(Learn)
7.186372,-5.673947,?,(Learn)
2.441743,-4.282559,?,(Learn)
4.343808,-5.217263,?,(Learn)
6.020738,-5.544446,?,(Learn)
4.645114,-6.352271,?,(Learn)
5.750285,-6.345377,?,(Learn)
7.587928,-5.356744,?,(Learn)
6.522902,-5.308846,?,(Learn)
4.022203,-7.161914,?,(Learn)
8.619865,-6.546073,?,(Learn)
5.127933,-8.012871,?,(Learn)
7.764619,-6.280154,?,(Learn)
1.662189,-6.143059,?,(Learn)
10.026628,-5.642745,?,(Learn)
4.271111,-6.859647,?,(Learn)
6.826832,-8.342748,?,(Learn)
6.013774,-4.923776,?,(Learn)
-0.16931,-6.178068,?,(Learn)
2.928102,-5.207115,?,(Learn)
3.703132,-5.760965,?,(Learn)
6.261562,-6.082366,?,(Learn)
8.175997,-5.351238,?,(Learn)
6.661463,-4.612848,?,(Learn)
6.190003,-6.355328,?,(Learn)
3.547505,-5.989276,?,(Learn)
4.917188,-7.217218,?,(Learn)
8.41062,-4.535066,?,(Learn)
9.04563,-7.096021,?,(Learn)
7.150803,-4.439109,?,(Learn)
5.460955,-6.562627,?,(Learn)
7.537813,-4.583646,?,(Learn)
8.767731,-4.095381,?,(Learn)
5.554947,-6.332526,?,(Learn)
5.462194,-7.179712,?,(Learn)
4.273224,-6.972264,?,(Learn)
4.992515,-6.028491,?,(Learn)
2.247103,-4.8954,?,(Learn)
7.088178,-5.966233,?,(Learn)
7.232132,-6.264319,?,(Learn)
11.447615,-5.477059,?,(Learn)
5.164972,-6.078691,?,(Learn)
4.121367,-6.081,?,(Learn)
8.126838,-8.026175,?,(Learn)
9.988769,-6.716205,?,(Learn)
-6.861823,-7.105626,?,(Learn)
-4.875298,-7.14797,?,(Learn)
-7.8512,-7.834521,?,(Learn)
-7.07331,-8.166705,?,(Learn)
-8.133528,-7.626404,?,(Learn)
-4.638869,-7.012988,?,(Learn)
-7.248411,-5.118225,?,(Learn)
-6.254857,-4.675372,?,(Learn)
-5.581614,-6.475589,?,(Learn)
-5.753507,-7.719261,?,(Learn)
-5.244374,-8.164954,?,(Learn)
-7.577719,-4.926703,?,(Learn)
-7.650313,-5.18577,?,(Learn)
-7.909029,-8.407979,?,(Learn)
-5.67177,-6.644149,?,(Learn)
-5.422476,-7.381938,?,(Learn)
-5.838613,-7.428384,?,(Learn)
-6.131518,-1.119689,?,(Learn)
-5.226409,-9.884708,?,(Learn)
-4.595289,-8.133418,?,(Learn)
-5.666402,-4.753411,?,(Learn)
-5.793216,-5.43522,?,(Learn)
-7.85172,-7.733984,?,(Learn)
-5.285392,-8.623566,?,(Learn)
-5.79625,-4.387007,?,(Learn)
-7.375682,-3.30065,?,(Learn)
-5.405273,-4.955003,?,(Learn)
-7.020141,-7.217692,?,(Learn)
-6.255016,-8.33447,?,(Learn)
-5.981234,-5.724435,?,(Learn)
-6.29331,-9.76641,?,(Learn)
-6.512628,-8.391663,?,(Learn)
-6.893622,-7.038418,?,(Learn)
-7.350318,-5.30579,?,(Learn)
-6.403116,-8.529696,?,(Learn)
-5.879584,-7.091303,?,(Learn)
-6.448992,-9.052715,?,(Learn)
-6.982622,-7.438023,?,(Learn)
-4.94551,-6.840596,?,(Learn)
-6.768104,-2.104875,?,(Learn)
-7.056341,-5.266627,?,(Learn)
-6.12708,-5.963552,?,(Learn)
-4.466441,-4.975542,?,(Learn)
-5.718889,-9.140488,?,(Learn)
-7.260075,-4.627697,?,(Learn)
-5.567735,-6.157238,?,(Learn)
-7.186902,-7.22728,?,(Learn)
-5.612655,-3.334153,?,(Learn)
-6.022767,-6.250504,?,(Learn)
-6.382223,-6.239294,?,(Learn)
-6.778555,-7.475461,?,(Learn)
-5.836776,-6.944629,?,(Learn)
-5.773962,-7.64935,?,(Learn)
-5.23787,-4.111525,?,(Learn)
-5.123873,-3.723505,?,(Learn)
-7.990256,-7.204302,?,(Learn)
-6.331345,-4.441728,?,(Learn)
-5.501294,-8.151027,?,(Learn)
-5.534396,-7.753909,?,(Learn)
-6.111875,-4.093315,?,(Learn)
-5.986721,-7.373426,?,(Learn)
-5.762127,-5.051819,?,(Learn)
-6.935889,-8.088173,?,(Learn)
-7.457041,-3.577099,?,(Learn)
-6.634099,-2.687498,?,(Learn)
-5.185165,-4.638428,?,(Learn)
-6.19432,-6.505523,?,(Learn)
-5.642561,-3.798507,?,(Learn)
-7.709627,-7.367243,?,(Learn)
-5.161297,-6.118421,?,(Learn)
-6.917814,-1.361905,?,(Learn)
-5.739102,-4.213578,?,(Learn)
-5.910805,-8.423483,?,(Learn)
-7.535803,-4.545979,?,(Learn)
-4.950413,-8.817131,?,(Learn)
-5.822038,-7.052278,?,(Learn)
-6.567065,-6.087391,?,(Learn)
-5.310457,-7.382771,?,(Learn)
-4.205237,-9.487171,?,(Learn)
-6.936337,-8.976746,?,(Learn)
-5.974799,-5.782119,?,(Learn)
-6.340565,-6.824138,?,(Learn)
-6.336547,-8.526366,?,(Learn)
-7.052027,-6.486592,?,(Learn)
-6.209458,-11.604902,?,(Learn)
-6.316782,-2.625894,?,(Learn)
-6.517101,-5.563559,?,(Learn)
-6.928811,-3.298184,?,(Learn)
-7.825064,-8.790589,?,(Learn)
-5.477233,-8.977145,?,(Learn)
-6.087729,-4.941428,?,(Learn)
-5.97866,-7.217473,?,(Learn)
-5.765144,-5.768064,?,(Learn)
-4.838528,-5.323532,?,(Learn)
-8.208081,-7.57728,?,(Learn)
-6.263105,-11.176586,?,(Learn)
-3.958464,-2.225882,?,(Learn)
-5.481067,-8.241396,?,(Learn)
-8.650987,-5.691442,?,(Learn)
-6.533473,-4.107709,?,(Learn)
0.074993,-0.255751,?,(Learn)
-2.257932,-0.02729,?,(Learn)
0.917304,-0.657088,?,(Learn)
1.720595,0.546038,?,(Learn)
0.256589,-1.448343,?,(Learn)
-1.840144,0.747216,?,(Learn)
0.108254,-1.46489,?,(Learn)
0.029249,-1.093568,?,(Learn)
0.079787,-1.36043,?,(Learn)
-2.360239,0.304722,?,(Learn)
-1.043809,0.20205,?,(Learn)
-0.138382,-3.128899,?,(Learn)
-0.500065,-0.7173,?,(Learn)
0.399295,1.288925,?,(Learn)
-1.493522,0.47313,?,(Learn)
-0.486874,-3.314526,?,(Learn)
-1.058764,-0.470847,?,(Learn)
0.260354,0.859891,?,(Learn)
1.814592,0.500604,?,(Learn)
-1.666753,-1.244138,?,(Learn)
0.882318,1.594824,?,(Learn)
-0.207308,1.181498,?,(Learn)
-2.677008,0.889937,?,(Learn)
1.178765,-0.290246,?,(Learn)
-1.524188,-0.440454,?,(Learn)
2.020064,-0.846562,?,(Learn)
0.57023,-3.169862,?,(Learn)
-1.702714,1.241469,?,(Learn)
-0.774161,0.32481,?,(Learn)
-1.223051,0.642321,?,(Learn)
2.534022,-1.128885,?,(Learn)
-2.017971,-0.413357,?,(Learn)
-2.296662,0.26537,?,(Learn)
0.671148,2.701656,?,(Learn)
0.096553,-1.045226,?,(Learn)
0.42552,1.962303,?,(Learn)
-1.298594,0.484295,?,(Learn)
-0.130951,-1.74226,?,(Learn)
1.875613,-1.826198,?,(Learn)
-0.895972,1.062527,?,(Learn)
-2.27816,-0.651255,?,(Learn)
-5.612311,0.533427,?,(Learn)
0.797503,-0.01056,?,(Learn)
0.428669,1.114479,?,(Learn)
0.738576,-1.587485,?,(Learn)
0.406292,-1.767618,?,(Learn)
-1.996171,0.987056,?,(Learn)
2.857623,0.922046,?,(Learn)
0.898321,0.878254,?,(Learn)
-1.15909,-0.868549,?,(Learn)
0.700418,-1.737268,?,(Learn)
1.799986,1.902196,?,(Learn)
2.179484,-1.166459,?,(Learn)
-0.881549,-1.308742,?,(Learn)
0.736911,-0.44246,?,(Learn)
2.761816,0.530153,?,(Learn)
-1.2768,-0.627774,?,(Learn)
1.369304,1.323455,?,(Learn)
0.005835,0.462174,?,(Learn)
-3.095341,-0.119382,?,(Learn)
1.048872,-0.91339,?,(Learn)
-0.876713,0.325777,?,(Learn)
-0.31434,-0.715491,?,(Learn)
0.087378,-0.438748,?,(Learn)
-0.135378,1.366402,?,(Learn)
-1.683137,-0.880969,?,(Learn)
0.962188,-0.478301,?,(Learn)
-1.926461,0.779858,?,(Learn)
1.851972,-2.337645,?,(Learn)
-2.058281,0.623686,?,(Learn)
-1.140483,-1.999792,?,(Learn)
-0.62721,-1.481129,?,(Learn)
0.560035,-3.551299,?,(Learn)
1.144699,0.266869,?,(Learn)
-2.200896,-1.432971,?,(Learn)
-2.15394,-2.331916,?,(Learn)
1.717299,0.671906,?,(Learn)
0.590043,3.177149,?,(Learn)
-1.178184,1.215752,?,(Learn)
-1.392852,-1.145329,?,(Learn)
-0.056088,1.717057,?,(Learn)
1.307004,1.792724,?,(Learn)
-0.101306,-0.642983,?,(Learn)
-2.031809,0.056876,?,(Learn)
-0.166021,-0.208365,?,(Learn)
-0.691924,-0.416011,?,(Learn)
0.662901,-0.097211,?,(Learn)
0.387042,1.06552,?,(Learn)
-0.191353,-0.54169,?,(Learn)
-0.656757,-1.104094,?,(Learn)
0.139105,-0.373618,?,(Learn)
-0.072145,-0.0559,?,(Learn)
2.068279,-1.568179,?,(Learn)
2.74545,-1.144783,?,(Learn)
1.544181,-1.108584,?,(Learn)
-0.532394,-0.478236,?,(Learn)
-0.59678,-1.310213,?,(Learn)
0.645414,0.058871,?,(Learn)
0.679295,-1.39178,?,(Learn)
0.998671,1.712854,?,(Learn)
