# 
#
data4d_2.txt
Classification
Numerical,Numerical,Numerical,Numerical,Label,Target,Target,Target,Target,Target
Col.1,Col.2,Col.3,Col.4,Col.5,Target 1.0,Target 4.0,Target 2.0,Target 5.0,Target 3.0
-5.993513,6.189824,-8.764736,5.561491,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-8.844429,6.811591,-7.209428,2.802124,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-6.329316,7.584156,-4.924823,7.756102,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-4.745432,6.579274,-7.413062,5.223064,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-8.036262,3.771492,-2.847646,7.34683,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-6.08814,6.106813,-7.611444,5.901974,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-1.915475,9.110851,-6.643973,7.367286,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-5.641984,5.370162,-6.589883,5.845243,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-4.82184,7.034228,-6.498069,4.552498,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-6.920002,6.121794,-6.456145,4.394543,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-3.948931,5.022739,-6.556389,6.155686,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-4.93577,6.642016,-6.648917,6.998107,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-4.346834,7.716009,-4.273678,7.786713,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-3.6894,5.946048,-5.041924,6.970618,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-4.365832,7.113495,-5.170772,7.312472,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-6.194645,4.724205,-5.284321,6.240777,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-3.628628,6.111048,-5.005267,7.523227,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-3.792014,3.852673,-7.521644,6.134595,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-10.524327,5.506671,-8.621562,6.481537,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-5.130006,8.436323,-4.82757,4.196307,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-5.762496,5.325732,-9.524156,6.518332,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-5.317222,4.529547,-6.305811,5.943033,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-5.242257,4.999039,-6.943955,6.619823,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-8.239104,5.996677,-6.505361,4.799182,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-3.371207,7.837998,-2.933135,7.522777,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-4.41444,7.719396,-8.554463,6.16855,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-4.886503,7.861373,-7.328928,3.810844,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-9.240968,4.209445,-5.721573,7.426404,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-1.528611,8.713321,-8.299244,5.864562,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-3.592762,5.434255,-5.477468,7.021435,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-4.399827,8.016311,-8.93388,4.336528,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-0.726235,3.06856,-9.041456,4.081439,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-8.263078,3.065583,-7.94065,7.466516,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-3.92263,3.993361,-6.433743,8.152359,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-4.894597,6.402834,-4.495234,8.782632,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
-5.158309,5.859455,-5.440483,7.614409,1.0,1.0,0.0,0.0,0.0,0.0,(Learn)
5.467851,7.143192,4.666658,2.81183,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
5.458474,5.93194,6.32971,6.793166,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
5.984418,6.900887,4.366619,7.689029,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
5.91022,4.708251,7.476242,4.187562,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
5.931016,6.119463,6.028833,4.66531,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
5.725902,5.15089,3.840921,10.917394,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
4.29302,7.669333,7.322125,6.253992,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
6.982576,6.919256,6.365339,4.557933,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
7.35267,6.68949,4.778559,4.767112,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
6.141413,7.240156,4.705081,5.892887,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
3.597965,8.190277,5.884949,8.0811,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
5.372563,6.568365,5.995079,7.752702,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
5.572205,4.853356,7.429625,5.548144,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
4.493994,7.738391,3.468621,6.82521,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
10.030478,2.512296,6.578356,5.744193,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
6.061436,6.696309,7.511655,6.488142,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
5.681376,5.20733,4.823325,4.900049,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
4.798447,7.76719,5.281914,5.785087,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
3.749562,10.051823,5.005001,7.341569,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
6.184709,5.422808,7.616177,5.833118,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
6.153436,5.049934,5.37534,7.517646,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
6.106676,3.383455,6.485337,7.119992,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
6.615527,3.094623,7.414763,4.761887,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
5.69675,3.788181,4.678333,10.013311,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
7.25006,5.550708,6.856077,5.156577,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
5.350258,9.34614,9.636453,2.997326,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
7.341463,5.391788,7.943782,9.190289,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
5.571074,4.427434,7.13735,4.357754,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
6.038389,9.346391,5.883193,7.170267,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
6.631604,7.98242,2.377666,8.619884,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
4.400022,6.903109,6.606767,3.378899,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
4.849279,9.116631,5.852594,6.214938,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
5.891898,4.653923,6.056473,4.784214,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
8.153947,0.812974,6.158615,4.333785,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
5.227142,7.443736,4.733594,7.707097,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
6.884244,9.590862,8.711089,3.383406,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
6.026069,2.67294,5.666342,6.779228,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
7.742337,4.249972,4.079824,3.203589,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
6.398855,8.262636,4.826269,7.216107,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
8.66764,7.098301,6.667253,4.517971,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
7.324664,2.849501,6.497798,3.437566,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
3.510906,9.603717,4.548247,7.121997,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
4.841164,3.301556,5.85349,6.523036,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
2.727826,5.933097,3.880693,8.347186,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
5.698732,5.022646,3.778738,11.644196,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
8.389571,7.821603,4.966554,5.172007,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
5.324455,8.381972,6.223955,3.920863,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
3.197844,11.005298,7.052794,5.233477,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
6.66396,2.217933,6.461045,6.290381,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
5.020072,10.764075,6.260319,6.020469,4.0,0.0,1.0,0.0,0.0,0.0,(Learn)
9.548057,-4.604198,5.644163,-4.883978,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
3.098948,-6.665002,4.72045,-6.75045,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
5.280754,-7.63408,6.551214,-7.359955,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
5.214184,-7.010035,4.501319,-5.570802,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
6.266114,-6.498446,7.40932,-7.235339,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
5.393035,-6.108852,9.272581,-5.927981,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
7.573969,-7.551992,6.288452,-6.513595,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
5.882567,-5.95165,2.488989,-7.68489,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
6.320347,-6.405775,7.403174,-7.111169,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
2.373723,-7.207676,2.509304,-7.925014,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
4.042747,-6.572782,4.31514,-7.031588,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
6.516422,-6.873353,7.966836,-6.863299,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
4.332953,-6.297755,6.661669,-4.198669,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
3.623698,-4.445392,6.632038,-4.601775,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
4.331969,-5.868233,8.012795,-4.726077,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
8.336289,-7.456235,3.905801,-7.340446,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
5.107693,-6.597792,3.546698,-5.206492,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
9.089664,-8.258469,10.202383,-5.045911,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
7.141824,-6.112921,9.154576,-6.770368,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
6.674547,-6.408677,5.378621,-6.100811,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
7.940824,-5.856566,8.82476,-5.854681,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
6.929272,-5.711761,4.870755,-7.452032,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
5.007603,-5.834536,3.808942,-7.436501,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
5.463524,-5.297694,8.882811,-6.867157,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
9.085938,-6.601306,6.931061,-5.786762,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
7.807671,-5.269155,9.496475,-5.954077,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
3.631408,-5.863392,6.920892,-7.06969,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
8.341984,-5.894,4.459392,-5.131948,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
7.186372,-5.673947,2.441743,-4.282559,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
4.343808,-5.217263,6.020738,-5.544446,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
4.645114,-6.352271,5.750285,-6.345377,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
7.587928,-5.356744,6.522902,-5.308846,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
4.022203,-7.161914,8.619865,-6.546073,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
5.127933,-8.012871,7.764619,-6.280154,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
1.662189,-6.143059,10.026628,-5.642745,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
4.271111,-6.859647,6.826832,-8.342748,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
6.013774,-4.923776,-0.16931,-6.178068,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
2.928102,-5.207115,3.703132,-5.760965,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
6.261562,-6.082366,8.175997,-5.351238,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
6.661463,-4.612848,6.190003,-6.355328,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
3.547505,-5.989276,4.917188,-7.217218,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
8.41062,-4.535066,9.04563,-7.096021,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
7.150803,-4.439109,5.460955,-6.562627,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
7.537813,-4.583646,8.767731,-4.095381,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
5.554947,-6.332526,5.462194,-7.179712,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
4.273224,-6.972264,4.992515,-6.028491,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
2.247103,-4.8954,7.088178,-5.966233,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
7.232132,-6.264319,11.447615,-5.477059,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
5.164972,-6.078691,4.121367,-6.081,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
8.126838,-8.026175,9.988769,-6.716205,2.0,0.0,0.0,1.0,0.0,0.0,(Learn)
-6.861823,-7.105626,-4.875298,-7.14797,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-7.8512,-7.834521,-7.07331,-8.166705,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-8.133528,-7.626404,-4.638869,-7.012988,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-7.248411,-5.118225,-6.254857,-4.675372,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-5.581614,-6.475589,-5.753507,-7.719261,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-5.244374,-8.164954,-7.577719,-4.926703,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-7.650313,-5.18577,-7.909029,-8.407979,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-5.67177,-6.644149,-5.422476,-7.381938,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-5.838613,-7.428384,-6.131518,-1.119689,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-5.226409,-9.884708,-4.595289,-8.133418,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-5.666402,-4.753411,-5.793216,-5.43522,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-7.85172,-7.733984,-5.285392,-8.623566,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-5.79625,-4.387007,-7.375682,-3.30065,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-5.405273,-4.955003,-7.020141,-7.217692,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-6.255016,-8.33447,-5.981234,-5.724435,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-6.29331,-9.76641,-6.512628,-8.391663,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-6.893622,-7.038418,-7.350318,-5.30579,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-6.403116,-8.529696,-5.879584,-7.091303,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-6.448992,-9.052715,-6.982622,-7.438023,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-4.94551,-6.840596,-6.768104,-2.104875,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-7.056341,-5.266627,-6.12708,-5.963552,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-4.466441,-4.975542,-5.718889,-9.140488,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-7.260075,-4.627697,-5.567735,-6.157238,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-7.186902,-7.22728,-5.612655,-3.334153,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-6.022767,-6.250504,-6.382223,-6.239294,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-6.778555,-7.475461,-5.836776,-6.944629,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-5.773962,-7.64935,-5.23787,-4.111525,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-5.123873,-3.723505,-7.990256,-7.204302,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-6.331345,-4.441728,-5.501294,-8.151027,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-5.534396,-7.753909,-6.111875,-4.093315,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-5.986721,-7.373426,-5.762127,-5.051819,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-6.935889,-8.088173,-7.457041,-3.577099,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-6.634099,-2.687498,-5.185165,-4.638428,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-6.19432,-6.505523,-5.642561,-3.798507,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-7.709627,-7.367243,-5.161297,-6.118421,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-6.917814,-1.361905,-5.739102,-4.213578,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-5.910805,-8.423483,-7.535803,-4.545979,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-4.950413,-8.817131,-5.822038,-7.052278,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-6.567065,-6.087391,-5.310457,-7.382771,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-4.205237,-9.487171,-6.936337,-8.976746,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-5.974799,-5.782119,-6.340565,-6.824138,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-6.336547,-8.526366,-7.052027,-6.486592,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-6.209458,-11.604902,-6.316782,-2.625894,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-6.517101,-5.563559,-6.928811,-3.298184,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-7.825064,-8.790589,-5.477233,-8.977145,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-6.087729,-4.941428,-5.97866,-7.217473,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-5.765144,-5.768064,-4.838528,-5.323532,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-8.208081,-7.57728,-6.263105,-11.176586,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-3.958464,-2.225882,-5.481067,-8.241396,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
-8.650987,-5.691442,-6.533473,-4.107709,5.0,0.0,0.0,0.0,1.0,0.0,(Learn)
0.074993,-0.255751,-2.257932,-0.02729,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
0.917304,-0.657088,1.720595,0.546038,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
0.256589,-1.448343,-1.840144,0.747216,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
0.108254,-1.46489,0.029249,-1.093568,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
0.079787,-1.36043,-2.360239,0.304722,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
-1.043809,0.20205,-0.138382,-3.128899,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
-0.500065,-0.7173,0.399295,1.288925,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
-1.493522,0.47313,-0.486874,-3.314526,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
-1.058764,-0.470847,0.260354,0.859891,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
1.814592,0.500604,-1.666753,-1.244138,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
0.882318,1.594824,-0.207308,1.181498,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
-2.677008,0.889937,1.178765,-0.290246,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
-1.524188,-0.440454,2.020064,-0.846562,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
0.57023,-3.169862,-1.702714,1.241469,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
-0.774161,0.32481,-1.223051,0.642321,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
2.534022,-1.128885,-2.017971,-0.413357,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
-2.296662,0.26537,0.671148,2.701656,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
0.096553,-1.045226,0.42552,1.962303,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
-1.298594,0.484295,-0.130951,-1.74226,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
1.875613,-1.826198,-0.895972,1.062527,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
-2.27816,-0.651255,-5.612311,0.533427,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
0.797503,-0.01056,0.428669,1.114479,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
0.738576,-1.587485,0.406292,-1.767618,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
-1.996171,0.987056,2.857623,0.922046,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
0.898321,0.878254,-1.15909,-0.868549,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
0.700418,-1.737268,1.799986,1.902196,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
2.179484,-1.166459,-0.881549,-1.308742,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
0.736911,-0.44246,2.761816,0.530153,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
-1.2768,-0.627774,1.369304,1.323455,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
0.005835,0.462174,-3.095341,-0.119382,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
1.048872,-0.91339,-0.876713,0.325777,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
-0.31434,-0.715491,0.087378,-0.438748,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
-0.135378,1.366402,-1.683137,-0.880969,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
0.962188,-0.478301,-1.926461,0.779858,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
1.851972,-2.337645,-2.058281,0.623686,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
-1.140483,-1.999792,-0.62721,-1.481129,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
0.560035,-3.551299,1.144699,0.266869,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
-2.200896,-1.432971,-2.15394,-2.331916,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
1.717299,0.671906,0.590043,3.177149,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
-1.178184,1.215752,-1.392852,-1.145329,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
-0.056088,1.717057,1.307004,1.792724,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
-0.101306,-0.642983,-2.031809,0.056876,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
-0.166021,-0.208365,-0.691924,-0.416011,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
0.662901,-0.097211,0.387042,1.06552,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
-0.191353,-0.54169,-0.656757,-1.104094,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
0.139105,-0.373618,-0.072145,-0.0559,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
2.068279,-1.568179,2.74545,-1.144783,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
1.544181,-1.108584,-0.532394,-0.478236,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
-0.59678,-1.310213,0.645414,0.058871,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
0.679295,-1.39178,0.998671,1.712854,3.0,0.0,0.0,0.0,0.0,1.0,(Learn)
