# 
#
data2.txt
Categorization
Numerical,Numerical,Label
x,y,Label
8.254276,-3.708247,?,(Learn)
17.084412,3.141537,?,(Learn)
7.007765,-8.133947,?,(Learn)
9.667471,-4.407465,?,(Learn)
12.943199,0.678066,?,(Learn)
15.274743,1.88962,?,(Learn)
12.674794,-2.988419,?,(Learn)
17.238365,5.909782,?,(Learn)
13.653046,0.496671,?,(Learn)
18.742907,-2.315612,?,(Learn)
8.142884,-1.655681,?,(Learn)
21.625874,2.191667,?,(Learn)
12.729387,-2.742837,?,(Learn)
13.571186,3.372208,?,(Learn)
11.696444,2.921752,?,(Learn)
8.791664,-8.951943,?,(Learn)
24.018782,6.458507,?,(Learn)
9.741111,-8.134844,?,(Learn)
13.837381,-4.842578,?,(Learn)
11.350169,-3.976434,?,(Learn)
19.82779,0.295046,?,(Learn)
13.446371,4.919829,?,(Learn)
27.545528,13.357782,?,(Learn)
13.727695,-3.478252,?,(Learn)
16.841522,1.664759,?,(Learn)
17.274357,-1.956131,?,(Learn)
14.667401,-1.584865,?,(Learn)
19.774143,8.842625,?,(Learn)
15.764668,3.638242,?,(Learn)
14.0201,-4.05327,?,(Learn)
14.822987,-0.274693,?,(Learn)
15.51343,1.758689,?,(Learn)
12.06496,-3.540752,?,(Learn)
10.175694,-5.108018,?,(Learn)
10.942782,1.689075,?,(Learn)
23.311527,8.436038,?,(Learn)
17.954767,4.729941,?,(Learn)
13.450693,-1.639247,?,(Learn)
17.836267,4.42217,?,(Learn)
15.001747,2.707191,?,(Learn)
15.883121,-1.555693,?,(Learn)
10.717564,-0.052234,?,(Learn)
19.398634,3.244506,?,(Learn)
14.708403,-2.579494,?,(Learn)
11.72238,-1.488485,?,(Learn)
12.671959,-4.795522,?,(Learn)
23.147758,3.012319,?,(Learn)
13.396587,2.320885,?,(Learn)
21.103949,0.773215,?,(Learn)
14.618679,-11.195583,?,(Learn)
5.864156,-12.165571,?,(Learn)
3.740273,-3.774512,?,(Learn)
15.126551,-6.279789,?,(Learn)
22.400244,5.199836,?,(Learn)
14.081993,-0.583032,?,(Learn)
9.407969,-9.048578,?,(Learn)
14.196017,-2.276636,?,(Learn)
18.516098,-0.903543,?,(Learn)
18.852524,5.188921,?,(Learn)
24.934637,9.015383,?,(Learn)
18.243675,0.053826,?,(Learn)
11.990982,0.283581,?,(Learn)
11.862353,-6.070622,?,(Learn)
17.222075,2.661944,?,(Learn)
14.370905,0.644535,?,(Learn)
16.45536,0.989508,?,(Learn)
12.963287,-4.621057,?,(Learn)
7.330715,-1.730894,?,(Learn)
18.423525,-3.015141,?,(Learn)
16.390049,7.899292,?,(Learn)
24.369213,9.75712,?,(Learn)
10.351652,-5.319581,?,(Learn)
15.055853,-2.891111,?,(Learn)
15.941884,2.549141,?,(Learn)
21.565123,7.276093,?,(Learn)
18.729769,7.727466,?,(Learn)
8.736548,-3.031962,?,(Learn)
16.453693,1.568707,?,(Learn)
14.653815,1.967507,?,(Learn)
12.295144,-2.79354,?,(Learn)
11.653049,0.411878,?,(Learn)
6.755562,-8.409075,?,(Learn)
17.713972,1.567534,?,(Learn)
7.144166,-3.460418,?,(Learn)
11.769367,-1.992401,?,(Learn)
17.339333,6.780788,?,(Learn)
19.309664,4.772138,?,(Learn)
8.194412,-1.769111,?,(Learn)
17.277187,-2.617794,?,(Learn)
22.08939,4.05108,?,(Learn)
12.455193,-1.266463,?,(Learn)
11.987407,-1.023393,?,(Learn)
8.928225,-4.894788,?,(Learn)
22.278452,4.510505,?,(Learn)
9.405215,-4.645971,?,(Learn)
18.389278,3.844482,?,(Learn)
21.52687,4.715473,?,(Learn)
13.087149,1.866587,?,(Learn)
11.33683,-0.070634,?,(Learn)
12.949682,-2.535945,?,(Learn)
15.067893,1.114291,?,(Learn)
8.412578,-6.11717,?,(Learn)
22.3489,6.458179,?,(Learn)
13.236073,-6.76277,?,(Learn)
17.094572,3.321338,?,(Learn)
11.594331,-1.780669,?,(Learn)
15.928484,-1.071748,?,(Learn)
13.032009,-0.3731,?,(Learn)
15.350946,4.007504,?,(Learn)
14.503395,2.103822,?,(Learn)
14.783242,-2.292994,?,(Learn)
15.616776,6.267036,?,(Learn)
11.556385,-2.39779,?,(Learn)
11.1731,-1.280419,?,(Learn)
16.302456,6.182136,?,(Learn)
13.827976,0.538035,?,(Learn)
10.581819,-4.979992,?,(Learn)
12.515665,-1.362558,?,(Learn)
7.444894,-6.559731,?,(Learn)
20.950672,4.654663,?,(Learn)
20.193113,8.527555,?,(Learn)
16.038641,-1.03312,?,(Learn)
22.06407,3.975991,?,(Learn)
20.708345,5.706797,?,(Learn)
14.828804,-3.415153,?,(Learn)
-13.688772,3.909302,?,(Learn)
-15.462613,-2.59839,?,(Learn)
-14.309698,0.604426,?,(Learn)
-18.234497,-0.583102,?,(Learn)
-11.990869,-2.014605,?,(Learn)
-18.283468,2.367109,?,(Learn)
-9.694753,-5.697186,?,(Learn)
-14.780599,0.683666,?,(Learn)
-20.551712,3.898421,?,(Learn)
-18.240812,3.739031,?,(Learn)
-7.385329,-8.646196,?,(Learn)
-12.361317,1.638195,?,(Learn)
-18.60984,2.800616,?,(Learn)
-13.960125,-1.449814,?,(Learn)
-8.352726,-3.513083,?,(Learn)
-16.6254,-1.667583,?,(Learn)
-15.450571,-0.185331,?,(Learn)
-9.414428,-6.531984,?,(Learn)
-11.715209,-5.986128,?,(Learn)
-12.201032,-1.760245,?,(Learn)
-15.641337,-5.21756,?,(Learn)
-21.558807,10.139709,?,(Learn)
-23.925894,8.785118,?,(Learn)
-18.75349,4.84842,?,(Learn)
-12.473536,-5.256916,?,(Learn)
-20.952147,4.074079,?,(Learn)
-8.001182,-7.9139,?,(Learn)
-13.519672,-1.219662,?,(Learn)
-15.61937,-4.215169,?,(Learn)
-15.408089,-2.572669,?,(Learn)
-19.59515,7.216373,?,(Learn)
-19.63651,3.840567,?,(Learn)
-8.868386,0.020785,?,(Learn)
-17.42592,4.16109,?,(Learn)
-21.056568,2.381122,?,(Learn)
-21.441391,6.815051,?,(Learn)
-11.53686,-6.355536,?,(Learn)
-12.994839,2.722377,?,(Learn)
-10.452835,0.692714,?,(Learn)
-13.769469,-1.170709,?,(Learn)
-10.13989,-2.043627,?,(Learn)
-17.862583,-2.409055,?,(Learn)
-15.492945,-0.264471,?,(Learn)
-13.402676,-0.606575,?,(Learn)
-14.115481,0.726829,?,(Learn)
-16.39723,2.416299,?,(Learn)
-11.355208,-3.773962,?,(Learn)
-5.11007,-1.434807,?,(Learn)
-11.781806,2.47773,?,(Learn)
-7.485531,-0.93529,?,(Learn)
-12.324613,-3.707186,?,(Learn)
-17.71112,2.052016,?,(Learn)
-14.811279,0.049486,?,(Learn)
-16.266356,1.432337,?,(Learn)
-10.31813,-1.805272,?,(Learn)
-4.236088,-7.79053,?,(Learn)
-20.406464,6.736494,?,(Learn)
-8.009581,-7.046464,?,(Learn)
-16.49616,0.251206,?,(Learn)
-20.332151,6.64887,?,(Learn)
-16.717289,0.834944,?,(Learn)
-9.316746,-6.181284,?,(Learn)
-16.247852,-2.766593,?,(Learn)
-12.881553,-4.315897,?,(Learn)
-19.54452,2.639364,?,(Learn)
-12.827099,0.371603,?,(Learn)
-21.101892,9.205482,?,(Learn)
-18.201626,0.38701,?,(Learn)
-12.113338,-2.423745,?,(Learn)
-16.447578,2.280643,?,(Learn)
-10.531737,-1.109277,?,(Learn)
-15.66698,1.131267,?,(Learn)
-22.946613,9.417159,?,(Learn)
-14.380166,-5.311308,?,(Learn)
-20.030802,7.178337,?,(Learn)
-15.076305,-7.523703,?,(Learn)
-11.912803,-3.603515,?,(Learn)
-16.353941,6.221099,?,(Learn)
-9.944088,-6.846024,?,(Learn)
-11.401323,1.82323,?,(Learn)
-21.340242,6.074967,?,(Learn)
-16.021523,4.209777,?,(Learn)
-8.186253,-4.120484,?,(Learn)
-22.02238,8.500685,?,(Learn)
-13.764729,0.880697,?,(Learn)
-11.527058,-4.103365,?,(Learn)
-19.802399,4.738365,?,(Learn)
-10.742582,-7.165171,?,(Learn)
-16.703825,-1.714025,?,(Learn)
-12.468175,0.260481,?,(Learn)
-15.644232,-1.473463,?,(Learn)
-14.098656,0.321525,?,(Learn)
-14.150379,-4.159602,?,(Learn)
-6.405797,-6.737207,?,(Learn)
-21.311483,5.349536,?,(Learn)
-14.638587,2.154922,?,(Learn)
-14.862309,-2.011936,?,(Learn)
-11.085939,-1.065229,?,(Learn)
-5.310084,-5.08015,?,(Learn)
-11.291787,-5.678912,?,(Learn)
-13.170732,3.953372,?,(Learn)
-15.693302,-1.058607,?,(Learn)
-23.670036,9.703783,?,(Learn)
-10.113252,-9.034131,?,(Learn)
-10.216503,-0.850657,?,(Learn)
-22.27842,5.893485,?,(Learn)
-13.201701,-0.671185,?,(Learn)
-17.032516,1.73732,?,(Learn)
-11.352922,-0.752998,?,(Learn)
-18.812336,2.061506,?,(Learn)
-11.647137,-2.617725,?,(Learn)
-17.699516,6.429672,?,(Learn)
-20.976467,4.669713,?,(Learn)
-21.630405,11.107513,?,(Learn)
-14.117112,-1.230176,?,(Learn)
-17.755713,0.044168,?,(Learn)
-20.67288,12.99632,?,(Learn)
-19.102783,7.163326,?,(Learn)
-13.159837,-2.982121,?,(Learn)
-13.724407,0.996345,?,(Learn)
-13.618579,-3.841274,?,(Learn)
-12.678989,-7.737353,?,(Learn)
-15.441273,0.223621,?,(Learn)
-22.78513,3.82434,?,(Learn)
-17.941315,1.671228,?,(Learn)
-13.119428,2.427575,?,(Learn)
-20.460613,4.385629,?,(Learn)
-17.546711,2.907093,?,(Learn)
-7.11305,-6.107267,?,(Learn)
-13.173297,-3.466473,?,(Learn)
-15.82807,3.224735,?,(Learn)
-8.936158,-6.623021,?,(Learn)
-14.521497,-0.74772,?,(Learn)
-23.167341,10.07136,?,(Learn)
-10.255547,1.387286,?,(Learn)
-10.300798,2.384165,?,(Learn)
-16.59322,2.51053,?,(Learn)
-15.768583,-1.289119,?,(Learn)
-8.97201,-1.439961,?,(Learn)
-17.843235,0.551403,?,(Learn)
-9.824211,-4.338468,?,(Learn)
-13.503873,1.23853,?,(Learn)
